0	        0
0.00118343	0
0.0118343	0
0.0177515	0.01
0.0248521	0.04
0.0260355	0.045
0.0307692	0.0683333
0.0319527	0.0741667
0.0331361	0.08
0.035503	0.09
0.0366864	0.095
0.0390533	0.113
0.0402367	0.122
0.0414201	0.131
0.0426036	0.14
0.0485207	0.18
0.052071	0.207
0.0532544	0.216
0.0544379	0.225
0.0556213	0.23625
0.0579882	0.25875
0.0591716	0.27
0.0627219	0.30375
0.0639053	0.315
0.0650888	0.32625
0.0662722	0.3375
0.0674556	0.34875
0.0686391	0.36
0.0745562	0.425
0.0757396	0.43625
0.0769231	0.4475
0.0792899	0.47
0.0840237	0.515
0.0852071	0.53
0.0863905	0.545
0.0887574	0.5675
0.0911243	0.59
0.0923077	0.6
0.0946746	0.62
0.0970414	0.64
0.0994083	0.66
0.102959	0.705
0.105325	0.723
0.106509	0.732
0.107692	0.741
0.108876	0.75
0.110059	0.759
0.112426	0.777
0.113609	0.786
0.114793	0.795
0.118343	0.819
0.119527	0.827
0.12071	        0.835
0.12426	        0.855
0.127811	0.875
0.128994	0.880714
0.131361	0.892143
0.133728	0.903571
0.134911	0.909286
0.136095	0.915
0.137278	0.919286
0.142012	0.936429
0.144379	0.945
0.147929	0.955
0.149112	0.958333
0.150296	0.961667
0.151479	0.965
0.15503	        0.974375
0.156213	0.9775
0.15858	        0.98375
0.160947	0.99
0.16213	        0.9925
0.163314	0.995
0.16568	        1
0.166864	1.0025
0.168047	1.005
0.169231	1.004
0.170414	1.003
0.173964	1
0.175148	1
0.176331	1
0.177515	1
0.178698	1
0.182249	1
0.183432	1
0.184615	1
0.185799	1
0.190533	1
0.191716	1
0.192899	1
0.194083	1
0.19645	1
0.198817	1
0.201183	1
0.202367	1
0.209467	1
0.210651	1
0.211834	1
0.216568	1
0.217751	1
0.218935	1
0.220118	1
0.221302	1
0.224852	1
0.226036	1
0.227219	1
0.228402	1
0.229586	1
0.231953	1
0.23432	        1
0.236686	1
0.23787	        1
0.240237	1
0.243787	1
0.24497	        1
0.246154	1
0.248521	1
0.250888	1
0.253254	1
0.254438	1
0.255621	1
0.257988	1
0.259172	1
0.261538	1
0.263905	1
0.265089	1
0.267456	1
0.269822	1
0.271006	1
0.272189	1
0.27574	        1
0.27929  	1
0.281657	1
0.28284 	1
0.285207	1
0.286391	1
0.288757	1
0.291124	1
0.293491	1
0.294675	1
0.298225	1
0.299408	1
0.300592	1
0.302959	1
0.304142	1
0.305325	1
0.310059	1
0.311243	1
0.312426	1
0.314793	1
0.32071	        1
0.323077	1
0.32426	        1
0.325444	1
0.326627	1
0.330178	1
0.332544	1
0.336095	1
0.337278	1
0.339645	1
0.343195	1
0.344379	1
0.347929	1
0.349112	1
0.350296	1
0.351479	1
0.35503 	1
0.35858 	1
0.360947	1
0.364497	1
0.370414	1
0.375148	1
0.376331	1
0.377515	1
0.381065	1
0.385799	1
0.386982	1
0.391716	1
0.39645 	1
0.397633	1
0.401183	1
0.402367	1
0.405917	1
0.411834	1
0.413018	1
0.416568	1
0.422485	1
0.423669	1
0.427219	1
0.429586	1
0.435503	1
0.43787 	1
0.440237	1
0.446154	1
0.448521	1
0.450888	1
0.456805	1
0.459172	1
0.460355	1
0.467456	1
0.471006	1
0.472189	1
0.478107	1
0.480473	1
0.481657	1
0.48284 	1
0.488757	1
0.499408	1
0.506509	1
0.511243	1
0.512426	1
0.521893	1
0.531361	1
0.532544	1
0.540828	1
0.543195	1
0.553846	1
0.559763	1
0.564497	1
0.576331	1
0.581065	1
0.584615	1
0.586982	1
0.595266	1
0.597633	1
0.6     	1
0.609467	1
0.611834	1
0.616568	1
0.620118	1
0.622485	1
0.630769	1
0.63432	        1
0.640237	1
0.642604	1
0.646154	1
0.653254	1
0.654438	1
0.660355	1
0.665089	1
0.666272	1
0.67574	1
0.678107	1
0.67929	1
0.687574	1
0.694675	1
0.698225	1
0.699408	1
0.710059	1
0.711243	1
0.71716	1
0.72071	1
0.723077	1
0.732544	1
0.734911	1
0.737278	1
0.743195	1
0.746746	1
0.75503	1
0.75858	1
0.760947	1
0.766864	1
0.777515	1
0.789349	1
0.792899	1
0.798817	1
