0	0
0.00118343	0
0.0118343	0
0.0177515	0
0.0248521	0
0.0260355	0
0.0307692	0
0.0319527	0
0.0331361	0.00277778
0.035503	0.00833333
0.0366864	0.0111111
0.0390533	0.0166667
0.0402367	0.0194444
0.0414201	0.0222222
0.0426036	0.025
0.0485207	0.0363636
0.052071	0.0431818
0.0532544	0.0454545
0.0544379	0.0477273
0.0556213	0.05
0.0579882	0.057
0.0591716	0.0605
0.0627219	0.071
0.0639053	0.0745
0.0650888	0.078
0.0662722	0.0815
0.0674556	0.085
0.0686391	0.08875
0.0745562	0.1075
0.0757396	0.11125
0.0769231	0.115
0.0792899	0.1225
0.0840237	0.1375
0.0852071	0.14125
0.0863905	0.145
0.0887574	0.15
0.0911243	0.16
0.0923077	0.165
0.0946746	0.175
0.0970414	0.185
0.0994083	0.1925
0.102959	0.20375
0.105325	0.21125
0.106509	0.215
0.107692	0.220833
0.108876	0.226667
0.110059	0.2325
0.112426	0.244167
0.113609	0.25
0.114793	0.255833
0.118343	0.273333
0.119527	0.279167
0.12071	0.285
0.12426	0.3
0.127811	0.315
0.128994	0.32
0.131361	0.332273
0.133728	0.344545
0.134911	0.350682
0.136095	0.356818
0.137278	0.362955
0.142012	0.3875
0.144379	0.399773
0.147929	0.418182
0.149112	0.424318
0.150296	0.430455
0.151479	0.436591
0.15503	0.455
0.156213	0.460833
0.15858	0.4725
0.160947	0.484167
0.16213	0.49
0.163314	0.496667
0.16568	0.51
0.166864	0.516667
0.168047	0.523333
0.169231	0.53
0.170414	0.535
0.173964	0.55
0.175148	0.555
0.176331	0.56
0.177515	0.565
0.178698	0.572
0.182249	0.593
0.183432	0.6
0.184615	0.605
0.185799	0.61
0.190533	0.63
0.191716	0.635
0.192899	0.641667
0.194083	0.648333
0.19645	0.661667
0.198817	0.675
0.201183	0.685
0.202367	0.69
0.209467	0.72
0.210651	0.725
0.211834	0.73
0.216568	0.75
0.217751	0.755
0.218935	0.76
0.220118	0.764286
0.221302	0.768571
0.224852	0.781429
0.226036	0.785714
0.227219	0.79
0.228402	0.794375
0.229586	0.79875
0.231953	0.8075
0.23432	0.81625
0.236686	0.825
0.23787	0.828125
0.240237	0.834375
0.243787	0.84375
0.24497	0.846875
0.246154	0.85
0.248521	0.8575
0.250888	0.865
0.253254	0.8725
0.254438	0.87625
0.255621	0.88
0.257988	0.885
0.259172	0.8875
0.261538	0.8925
0.263905	0.8975
0.265089	0.9
0.267456	0.905556
0.269822	0.911111
0.271006	0.913889
0.272189	0.916667
0.27574	0.925
0.27929	0.93
0.281657	0.933333
0.28284	0.935
0.285207	0.938333
0.286391	0.94
0.288757	0.944
0.291124	0.948
0.293491	0.952
0.294675	0.954
0.298225	0.96
0.299408	0.9625
0.300592	0.965
0.302959	0.968
0.304142	0.9695
0.305325	0.971
0.310059	0.977
0.311243	0.9785
0.312426	0.98
0.314793	0.982222
0.32071	0.987778
0.323077	0.99
0.32426	0.991364
0.325444	0.992727
0.326627	0.994091
0.330178	0.998182
0.332544	1.000
0.381065	1.005
0.385799	1.005
0.386982	1.005
0.391716	1.005
0.39645	1.005
0.397633	1.005
0.401183	1.005
0.402367	1.005
0.405917	1
0.499408	1
0.6	1
0.710059	1
0.8	1
